DATAFLOW,FREQ,REF_AREA,DATA_TYPE,TYPE_OF_MONITORING,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_TYPE_OF_MONITORING,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON,2,2012,0.93064,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON,9,2008,0.47381,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON,9,2009,2.35336,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON,9,2010,1.87272,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON,9,2011,1.86786,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON,9,2012,4.18788,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,1,2008,100,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,1,2009,80,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,1,2010,33.33333,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,1,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,1,2012,14.28571,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,2,2008,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,2,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,2,2010,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,2,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,2,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,9,2008,100,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,9,2009,80,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,9,2010,25,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,9,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,028060,MON_LIM,9,2012,11.11111,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,1,2008,13.52971,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,1,2009,1.92326,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,1,2010,7.62551,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,1,2011,1.88354,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,1,2012,3.75203,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,2,2008,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,2,2009,1.92326,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,2,2010,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,2,2011,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,2,2012,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,9,2008,13.52971,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,9,2009,3.84652,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,9,2010,7.62551,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,9,2011,1.88354,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON,9,2012,3.75203,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,1,2008,28.57143,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,1,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,1,2010,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,1,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,1,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,2,2008,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,2,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,2,2010,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,2,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,2,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,9,2008,28.57143,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,9,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,9,2010,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,9,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,029041,MON_LIM,9,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,1,2008,1.01548,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,1,2009,3.02252,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,1,2010,1.00469,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,1,2011,2.00464,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,1,2012,2.99362,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,2,2008,12.18577,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,2,2009,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,2,2010,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,2,2011,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,2,2012,0.99787,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,9,2008,13.20125,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,9,2009,3.02252,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,9,2010,1.00469,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,9,2011,2.00464,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON,9,2012,3.9915,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,1,2008,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,1,2009,33.33333,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,1,2010,100,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,1,2011,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,1,2012,66.66667,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,2,2008,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,2,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,2,2010,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,2,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,2,2012,100,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,9,2008,,g,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,9,2009,33.33333,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,9,2010,100,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,9,2011,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,030129,MON_LIM,9,2012,75,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,1,2008,5.5497,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,1,2009,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,1,2010,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,1,2011,8.3779,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,1,2012,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,2,2008,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,2,2009,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,2,2010,16.71821,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,2,2011,11.17053,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,2,2012,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,9,2008,5.5497,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,9,2009,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,9,2010,16.71821,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,9,2011,19.54843,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON,9,2012,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,1,2008,100,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,1,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,1,2010,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,1,2011,100,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,1,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,2,2008,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,2,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,2,2010,16.66667,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,2,2011,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,2,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,9,2008,100,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,9,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,9,2010,16.66667,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,9,2011,71.42857,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,031007,MON_LIM,9,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,1,2008,2.92186,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,1,2009,2.4339,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,1,2010,0.9731,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,1,2011,1.46082,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,1,2012,1.95254,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,2,2008,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,2,2009,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,2,2010,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,2,2011,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,2,2012,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,9,2008,2.92186,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,9,2009,2.4339,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,9,2010,0.9731,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,9,2011,1.46082,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON,9,2012,1.95254,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,1,2008,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,1,2009,60,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,1,2010,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,1,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,1,2012,75,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,2,2008,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,2,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,2,2010,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,2,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,2,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,9,2008,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,9,2009,60,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,9,2010,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,9,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,032006,MON_LIM,9,2012,75,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,1,2008,7.91828,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,1,2009,9.78163,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,1,2010,12.62792,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,1,2011,7.72783,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,1,2012,16.32073,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,2,2008,7.91828,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,2,2009,4.89081,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,2,2010,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,2,2011,6.76185,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,2,2012,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,9,2008,15.83657,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,9,2009,14.67244,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,9,2010,12.62792,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,9,2011,14.48967,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON,9,2012,16.32073,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,1,2008,87.5,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,1,2009,50,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,1,2010,84.61538,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,1,2011,62.5,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,1,2012,47.05882,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,2,2008,75,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,2,2009,100,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,2,2010,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,2,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,2,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,9,2008,81.25,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,9,2009,66.66667,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,9,2010,84.61538,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,9,2011,33.33333,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,033032,MON_LIM,9,2012,47.05882,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,1,2008,4.98467,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,1,2009,4.36138,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,1,2010,7.00512,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,1,2011,4.26229,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,1,2012,6.85542,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,2,2008,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,2,2009,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,2,2010,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,2,2011,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,2,2012,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,9,2008,4.98467,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,9,2009,4.36138,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,9,2010,7.00512,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,9,2011,4.26229,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON,9,2012,6.85542,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,1,2008,33.33333,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,1,2009,37.5,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,1,2010,38.46154,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,1,2011,62.5,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,1,2012,69.23077,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,2,2008,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,2,2009,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,2,2010,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,2,2011,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,2,2012,0,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,9,2008,33.33333,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,9,2009,37.5,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,9,2010,38.46154,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,9,2011,62.5,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,034027,MON_LIM,9,2012,69.23077,,,,,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,1,2008,7.93184,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,1,2009,3.60165,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,1,2010,7.69768,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,1,2011,0.58518,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,1,2012,6.96189,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,2,2008,0,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,2,2009,7.20329,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,2,2010,0.59213,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,2,2011,3.51109,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,2,2012,0.58016,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,9,2008,7.93184,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,9,2009,10.80494,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,9,2010,8.28981,,,,TIPO_DATO4__MON_N1,,,,,
IT1:14_167_DF_DCCV_MONINQACS_1(1.0),A,035033,MON,9,2011,4.09627,,,,TIPO_DATO4__MON_N1,,,,,
